img_id,label
slide_2C5U__img_70KS,1
slide_1TEM__img_MAEL,1
slide_5FAU__img_3GTF,0
slide_ZHW1__img_54SW,1
slide_G7DO__img_R18W,1
slide_2MWI__img_UE8N,1
slide_8IXU__img_CM9P,1
slide_6Y22__img_GHT1,1
slide_2C5U__img_VTW3,1
slide_7KKP__img_6MNS,1
slide_HTOP__img_1PSF,0
slide_UV7W__img_HY3V,0
slide_DRAD__img_W8PK,1
slide_Z010__img_HEVQ,1
slide_UV7W__img_QTI4,0
slide_IU3W__img_E0KM,0
slide_TSIF__img_2UZ2,1
slide_MVM7__img_KW5G,0
slide_YWOV__img_8E99,0
slide_ZXHB__img_P98W,1
slide_XV1T__img_FEGH,1
slide_OZ04__img_WRGL,0
slide_IUGC__img_B0D1,0
slide_2VCG__img_IHHA,0
slide_LA5V__img_Z5X6,1
slide_HXDI__img_8XZK,0
slide_698R__img_VPD1,1
slide_2C5U__img_33Y1,1
slide_INRP__img_1TS8,0
slide_2MWI__img_RZ1P,1
slide_7KKP__img_EAW3,1
slide_TP8X__img_E5GM,0
slide_Z010__img_KVLZ,1
slide_TRLZ__img_F59T,1
slide_XV1T__img_F5TW,1
slide_Z010__img_DPVY,1
slide_TP9H__img_QVYM,1
slide_TSIF__img_JS8P,1
slide_2MWI__img_AAS2,1
slide_GMEG__img_T70N,0
slide_TDEL__img_GAYR,0
slide_KUAV__img_1VLD,0
slide_7KKP__img_TY11,1
slide_6Y22__img_FLUJ,1
slide_ZXHB__img_TFP7,1
slide_M9QC__img_BQCN,0
slide_2MWI__img_KCO7,1
slide_IOUF__img_WUHG,0
slide_4KYL__img_RQGM,0
slide_2C5U__img_T20J,1
slide_ZHW1__img_SZWV,1
slide_WFPA__img_E9PW,0
slide_XQ4L__img_IQQL,0
slide_6Y22__img_H2EE,1
slide_TSIF__img_EWMO,1
slide_C4LR__img_SF1W,1
slide_4S5O__img_6GXV,0
slide_Z7EQ__img_RH47,0
slide_A62G__img_MO00,1
slide_J78H__img_G63V,0
slide_I389__img_O3HX,0
slide_C2R2__img_ISIE,1
slide_8IXU__img_75NC,1
slide_D5YR__img_3XZ3,0
slide_M0J4__img_GNEH,0
slide_Y5NY__img_KC2C,0
slide_ZXHB__img_ISZY,1
slide_LA5V__img_H367,1
slide_BB06__img_XK43,0
slide_06B9__img_O7O5,0
slide_7KKP__img_O1KY,1
slide_ZHW1__img_NT4A,1
slide_6Y22__img_UQJX,1
slide_IU3W__img_0JPK,1
slide_SCTC__img_AVBU,0
slide_X6AE__img_CJUE,1
slide_XWTK__img_ZW87,1
slide_2MWI__img_2YRG,1
slide_C4LR__img_8KVM,0
slide_F3VX__img_T3NR,1
slide_NJFH__img_81L5,0
slide_6Y22__img_6LCC,1
slide_ZHW1__img_NU85,1
slide_NQ79__img_T2AW,1
slide_B8B9__img_RQR9,0
slide_KQL7__img_71X9,0
slide_A62G__img_784T,1
slide_C2R2__img_TUE1,1
slide_FVRJ__img_ICAX,0
slide_7KKP__img_WFV5,1
slide_NQ79__img_WJHE,1
slide_DHJR__img_NZBA,0
slide_2MWI__img_7YYA,1
slide_TSIF__img_PE6Q,1
slide_JIUA__img_TTM2,1
slide_YPX1__img_7FZT,0
slide_H1SQ__img_KSBT,0
slide_A62G__img_KW8N,1
slide_K5BM__img_0XLK,0
slide_Z010__img_OHRX,1
slide_1TEM__img_UI5X,0
slide_IOUF__img_07N1,1
slide_ZHW1__img_XWZ2,1
slide_DG42__img_I3P2,0
slide_09YP__img_M4V9,0
slide_2C5U__img_SIBQ,1
slide_QT7H__img_GJK7,1
slide_TP8X__img_0DUF,1
slide_2MWI__img_RU5X,1
slide_ZHW1__img_FB6S,1
slide_XV1T__img_C4EM,1
slide_1J0W__img_I1II,0
slide_7KKP__img_D9CL,1
slide_C2R2__img_EFBZ,1
slide_YWOV__img_M42L,1
slide_6Y22__img_8EEO,1
slide_ZHW1__img_W75U,1
slide_RPRV__img_PJYN,0
slide_A62G__img_FSTC,1
slide_2MWI__img_G7RZ,1
slide_IDDK__img_2LV6,0
slide_TSIF__img_6HYF,1
slide_PA73__img_4KRP,0
slide_06B9__img_VRXQ,1
slide_2350__img_EKM9,0
slide_2C5U__img_6PHF,1
slide_2MWI__img_R67G,1
slide_1V3D__img_716J,0
slide_2MWI__img_5MXJ,1
slide_NJFH__img_5MEZ,1
slide_8IXU__img_OUC9,0
slide_XV1T__img_VVY1,1
slide_2MWI__img_9IXU,1
slide_2MWI__img_KYVG,1
slide_N10Y__img_VTP1,0
slide_I389__img_HAT9,0
slide_OZ04__img_JT4H,1
slide_65XN__img_4V2T,0
slide_OTY9__img_B3AC,0
slide_2MWI__img_ZKDP,1
slide_9TQH__img_VIDP,0
slide_0CJ5__img_50F3,0
slide_DHJR__img_0ZBC,0
slide_ZXHB__img_K48D,1
slide_IU3W__img_MF6Y,0
slide_CGCU__img_IU1B,0
slide_J78H__img_7W9H,0
slide_KQL7__img_80VU,0
slide_2MWI__img_VSEY,1
slide_A62G__img_7TJ8,1
slide_2MWI__img_8IQS,1
slide_IU3W__img_53WW,0
slide_H1SQ__img_H89E,0
slide_2MWI__img_K9U7,1
slide_ZXHB__img_OFML,1
slide_ZTGR__img_DJQT,0
slide_ETL5__img_1JCL,0
slide_2MWI__img_EUSO,1
slide_33L9__img_8W72,0
slide_IB79__img_ZKAI,1
slide_TSIF__img_17ZD,0
slide_2C5U__img_8QI6,1
slide_V8OX__img_P8SA,0
slide_AQIY__img_EGLE,0
slide_1TEM__img_8RHL,1
slide_XV1T__img_QF5F,1
slide_F9JU__img_33BT,0
slide_ZHW1__img_61GB,1
slide_U921__img_R4MT,0
slide_ZBY6__img_HRIW,1
slide_FDEP__img_LRLN,0
slide_02PR__img_WD8I,0
slide_DEB0__img_GT37,0
slide_Z010__img_NGLL,1
slide_6Y22__img_L599,1
slide_H97C__img_7KYP,0
slide_27FY__img_AM1H,0
slide_Z010__img_WOBG,1
slide_2MWI__img_1RCQ,1
slide_XV1T__img_CD3Z,1
slide_A62G__img_RHDS,1
slide_2C5U__img_M9Z4,1
slide_T33L__img_098T,0
slide_JOY8__img_RXHA,0
slide_ZXHB__img_PTQ9,1
slide_X6AE__img_4HQ3,0
slide_C2R2__img_W8EN,1
slide_IB79__img_8CAK,1
slide_2MWI__img_1O5B,1
slide_XQ4L__img_F3AJ,0
slide_6Y22__img_04AU,1
slide_02PR__img_C2PC,0
slide_2MWI__img_473Z,1
slide_SYHI__img_63QZ,0
slide_2MWI__img_JKUJ,1
slide_EULU__img_BASS,0
slide_TQZA__img_RRZ1,0
slide_ZXHB__img_8U1C,1
slide_6Y22__img_NLT7,0
slide_6C67__img_OBY0,0
slide_NQ79__img_NYCG,1
slide_GMEG__img_REMW,1
slide_7KKP__img_PYOP,1
slide_P7R7__img_US28,0
slide_12RB__img_T6IW,0
slide_2MWI__img_UYU1,1
slide_A62G__img_DXUF,1
slide_2MWI__img_FY6L,1
slide_8IXU__img_H6XN,1
slide_06B9__img_39QQ,1
slide_C2R2__img_I3Y6,1
slide_7KKP__img_0BPM,1
slide_YLUW__img_FWGE,0
slide_NQ79__img_B74Q,1
slide_6Y22__img_A06E,1
slide_X6AE__img_YP46,1
slide_Z010__img_ZNXG,1
slide_2C5U__img_MV1R,1
slide_ZHW1__img_3PY0,1
